,temperature,light_intensity,light_dark_ratio,reactor_type,fermentation_mode,open_close_system,reactor_volume,reaction_volume,initial_OD,special_growth,no3_conc,phosphate_conc,co2_perc,air_bubbling,bubbling_speed (ml/min),hco3_conc,nacl_conc,medium_pH,substrate2,substrate2_conc(mg/L),substrate2_enthalpyFormation,genetic_wt,promoterInducer,inducerConc,genetic_mutation,genetic_heterologousInsertion,genetic_precursor,genetic_enzymaticSteps,productExporter,cofactorEnhance,pathwayOptimized,product,product permeability,numberC,numberH,numberN,numberO,product_enthalpyFormation,OD,growth_rate,product_titer,production_rate,paper,cultivation_time,species,ko genes,ox genes,genetic_knockoutSteps,genetic_heterologousSteps,OE_nativeSteps
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,1.5,0.033333333,na,na,9,48,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,2.2,0.033333333,na,na,9,72,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,2.5,0.033333333,na,na,9,96,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,2.6,0.033333333,na,na,9,120,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,2000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,1.2,0.0625,na,na,9,24,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,2000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,2.7,0.0625,na,na,9,48,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,2000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,3.7,0.0625,na,na,9,72,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,2000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,5,0.0625,na,na,9,96,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,2000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,5.3,0.0625,na,na,9,120,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,4000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,1.25,0.072916667,na,na,9,24,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,4000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,3,0.072916667,na,na,9,48,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,4000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,4.1,0.072916667,na,na,9,72,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,4000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,5,0.072916667,na,na,9,96,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,4000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,5.4,0.072916667,na,na,9,120,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,6000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,1.4,0.095833333,na,na,9,24,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,6000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,3.7,0.095833333,na,na,9,48,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,6000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,5.2,0.095833333,na,na,9,72,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,6000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,5.8,0.095833333,na,na,9,96,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,6000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,5.9,0.095833333,na,na,9,120,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,8000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,0.9,0.133333333,na,na,9,24,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,8000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,4.1,0.133333333,na,na,9,48,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,8000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,5.1,0.133333333,na,na,9,72,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,8000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,5.5,0.133333333,na,na,9,96,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,8000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,5.6,0.133333333,na,na,9,120,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,10000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,1.1,0.1375,na,na,9,24,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,10000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,4.4,0.1375,na,na,9,48,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,10000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,4.9,0.1375,na,na,9,72,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,10000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,4.9,0.1375,na,na,9,96,utex2973,NA,xylEBA,na,1,0
jq01,37,200,0,1-shakingflask,1-batch,1-open,100,20,0.15,na,247.1,5.43,0.5,0,0,0,0,7.5,3-xylose,10000,-1054.5,0,na,0,na,na,malonyl-CoA,1,na,na,0,na,na,na,na,na,na,na,4.8,0.1375,na,na,9,120,utex2973,NA,xylEBA,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.28,0.015833333,na,na,15,24,utex2973,NA,NA,na,0,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.5,0.015833333,na,na,15,48,utex2973,NA,NA,na,0,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.8,0.015833333,na,na,15,72,utex2973,NA,NA,na,0,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,1.18,0.015833333,na,na,15,96,utex2973,NA,NA,na,0,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,1.35,0.015833333,na,na,15,120,utex2973,NA,NA,na,0,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,1.6,0.015833333,na,na,15,144,utex2973,NA,NA,na,0,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,1.85,0.015833333,na,na,15,168,utex2973,NA,NA,na,0,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0.2,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,0.28,0.0125,na,na,15,24,utex2973,NA,NA,na,0,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0.2,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,0.5,0.0125,na,na,15,48,utex2973,NA,NA,na,0,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0.2,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,0.8,0.0125,na,na,15,72,utex2973,NA,NA,na,0,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0.2,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,1.05,0.0125,na,na,15,96,utex2973,NA,NA,na,0,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0.2,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,1.3,0.0125,na,na,15,120,utex2973,NA,NA,na,0,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0.2,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,1.55,0.0125,na,na,15,144,utex2973,NA,NA,na,0,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,1,na,0.2,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,1.8,0.0125,na,na,15,168,utex2973,NA,NA,na,0,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,0.28,0.0125,na,na,15,24,utex2973,NA,mazF,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,0.5,0.0125,na,na,15,48,utex2973,NA,mazF,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,0.8,0.0125,na,na,15,72,utex2973,NA,mazF,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,1.05,0.0125,na,na,15,96,utex2973,NA,mazF,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,1.25,0.0125,na,na,15,120,utex2973,NA,mazF,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,1.45,0.0125,na,na,15,144,utex2973,NA,mazF,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,1.6,0.0125,na,na,15,168,utex2973,NA,mazF,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0.2,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,0.125,0.00625,na,na,15,24,utex2973,NA,G0085,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0.2,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,0.125,0.00625,na,na,15,48,utex2973,NA,G0085,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0.2,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,0.12,0.00625,na,na,15,72,utex2973,NA,G0085,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0.2,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,0.1,0.00625,na,na,15,96,utex2973,NA,G0085,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0.2,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,0.1,0.00625,na,na,15,120,utex2973,NA,G0085,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0.2,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,0.25,0.00625,na,na,15,144,utex2973,NA,G0085,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0.2,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,0.4,0.00625,na,na,15,168,utex2973,NA,G0085,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,0.28,0.015416667,na,na,15,24,utex2973,NA,G0085,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,0.52,0.015416667,na,na,15,48,utex2973,NA,G0085,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,0.83,0.015416667,na,na,15,72,utex2973,NA,G0085,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,1.2,0.015416667,na,na,15,96,utex2973,NA,G0085,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,1.35,0.015416667,na,na,15,120,utex2973,NA,G0085,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,1.6,0.015416667,na,na,15,144,utex2973,NA,G0085,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,1.7,0.015416667,na,na,15,168,utex2973,NA,G0085,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0.2,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,0.125,0.005208333,na,na,15,24,utex2973,NA,mazF,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0.2,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,0.125,0.005208333,na,na,15,48,utex2973,NA,mazF,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0.2,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,0.12,0.005208333,na,na,15,72,utex2973,NA,mazF,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0.2,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,0.1,0.005208333,na,na,15,96,utex2973,NA,mazF,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0.2,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,0.08,0.005208333,na,na,15,120,utex2973,NA,mazF,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0.2,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,0.125,0.005208333,na,na,15,144,utex2973,NA,mazF,na,1,0
,33,50,0,1-shakingflask,1-batch,1-open,50,10,0.1,na,247.1,5.43,0.5,0,0,0,0,7.5,na,0,0,0,theophylline,0.2,na,1-genomic,na,0,na,na,0,na,na,na,na,na,na,na,0.25,0.005208333,na,na,15,168,utex2973,NA,mazF,na,1,0
,37,107,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,0.95,0.1,na,na,3,21,utex2973,NA,NA,0,0,0
,37,107,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,1.25,0.1,na,na,3,27,utex2973,NA,NA,0,0,0
,37,107,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,1.75,0.1,na,na,3,32,utex2973,NA,NA,0,0,0
,37,107,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,2.4,0.1,na,na,3,45,utex2973,NA,NA,0,0,0
,37,107,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,3.3,0.1,na,na,3,56,utex2973,NA,NA,0,0,0
,37,107,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,3.9,0.1,na,na,3,66,utex2973,NA,NA,0,0,0
,37,107,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,4.5,0.1,na,na,3,79,utex2973,NA,NA,0,0,0
,37,267,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,1.7,0.116666667,na,na,3,21,utex2973,NA,NA,0,0,0
,37,267,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,2.4,0.116666667,na,na,3,27,utex2973,NA,NA,0,0,0
,37,267,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,2.7,0.116666667,na,na,3,32,utex2973,NA,NA,0,0,0
,37,267,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,4.2,0.116666667,na,na,3,45,utex2973,NA,NA,0,0,0
,37,267,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,5.2,0.116666667,na,na,3,56,utex2973,NA,NA,0,0,0
,37,267,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,6.2,0.116666667,na,na,3,66,utex2973,NA,NA,0,0,0
,37,267,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,6.4,0.116666667,na,na,3,79,utex2973,NA,NA,0,0,0
,37,267,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,2.1,0.161538462,na,na,3,21,utex2973,NA,NA,0,0,0
,37,570,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,3,0.161538462,na,na,3,27,utex2973,NA,NA,0,0,0
,37,570,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,3.3,0.161538462,na,na,3,32,utex2973,NA,NA,0,0,0
,37,570,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,5.4,0.161538462,na,na,3,45,utex2973,NA,NA,0,0,0
,37,570,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,6.1,0.161538462,na,na,3,56,utex2973,NA,NA,0,0,0
,37,570,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,7.4,0.161538462,na,na,3,66,utex2973,NA,NA,0,0,0
,37,570,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,8,0.161538462,na,na,3,79,utex2973,NA,NA,0,0,0
,37,570,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,1.1,0.12,na,na,3,21,utex2973,NA,NA,0,0,0
,37,570,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,1.6,0.12,na,na,3,27,utex2973,NA,NA,0,0,0
,37,178,0,2-cylindricalPBR,1-batch,1-open,1000,500,0.05,na,247.1,5.43,5,1,0,0,0,7.5,na,0,0,1,na,0,na,na,na,0,na,na,0,na,na,na,na,na,na,na,2.2,0.12,na,na,3,32,utex2973,NA,NA,0,0,0
